isbn13,authors,original_publication_year,title,language_code,average_rating,cover_type,pages
2940016356940.0,Jasinda Wilder,2013.0,Falling into You (Falling   #1),eng,4.04,1,922
9780143039490.0,John Steinbeck   Susan Shillinglaw,1961.0,The Winter of Our Discontent,eng,3.99,1,547
9780571242440.0,P.D. James,2008.0,The Private Patient (Adam Dalgliesh #14),eng,3.78,0,942
9780553272120.0,Raymond E. Feist   Janny Wurts,1987.0,Daughter of the Empire (The Empire Trilogy   #1),eng,4.24,1,869
9780743200400.0,Peter Lynch   John Rothchild,1988.0,One Up On Wall Street: How To Use What You Already Know To Make Money In The Market,en-US,4.12,0,1076
9780545284160.0,Jennifer A. Nielsen,2013.0,The Runaway King (The Ascendance Trilogy   #2),eng,4.23,1,1421
2940015136290.0,Nicole  Williams,2012.0,Clash (Crash   #2),eng,4.17,0,1078
9781476791460.0,Colleen Hoover,2015.0,Confess,en-GB,4.25,0,1196
9780312948560.0,Louise Penny,2005.0,Still Life (Chief Inspector Armand Gamache   #1),eng,3.91,1,1113
9780425178100.0,Dave Barry,1999.0,Big Trouble,eng,3.81,1,1395
9780385494790.0,Jon Krakauer,1997.0,Into Thin Air: A Personal Account of the Mount Everest Disaster,en-US,4.11,0,1313
9780340818670.0,Stephen King,1999.0,Hearts in Atlantis,eng,3.8,0,1281
9780312291630.0,Emma McLaughlin   Nicola Kraus,2002.0,The Nanny Diaries (Nanny   #1),eng,3.4,0,1442
9781595827490.0,Bryan Konietzko   Michael Dante DiMartino   Aaron Ehasz   Alison Wilgus   Amy Kim Ganter   Brian Ralph   Corey Lewis   Dave Roman   Elsa Garagarza   Ethan Spaulding   Frank Pittarese   Gurihiru   J. Torres   Joaquim Dos Santos   Johane Matte   John O'Bryan   Joshua Hamilton   Justin Ridge   Kaite Mattila   May Chan   Rawles Marie Lumumba   Reagan Lodge   Tim Hedrick   Tom McWeeney,2011.0,Avatar: The Last Airbender: The Lost Adventures,en-US,4.41,1,771
9780618346260.0,J.R.R. Tolkien,1954.0,The Two Towers (The Lord of the Rings   #2),en-US,4.42,0,1212
9780515139750.0,Laurell K. Hamilton,2004.0,Incubus Dreams (Anita Blake   Vampire Hunter   #12),eng,3.78,1,981
9780743468430.0,Lois McMaster Bujold,1986.0,Shards of Honour  (Vorkosigan Saga   #1),eng,4.13,1,701
9784103534230.0,Haruki Murakami   村上 春樹,2009.0,1Q84 BOOK 1 (1Q84   #1),jpn,3.96,1,1443
9780449912420.0,Erich Maria Remarque,1936.0,Three Comrades,eng,4.48,0,790
9780435122120.0,Robert C. O'Brien,1974.0,Z for Zachariah,eng,3.64,1,1498
9789793062790.0,Andrea Hirata,2005.0,Laskar Pelangi (Tetralogi Laskar Pelangi   #1),ind,4.15,0,1117
9780517580520.0,Jean M. Auel,2011.0,The Land of Painted Caves (Earth's Children   #6),eng,3.24,0,1285
9780743223130.0,David McCullough,2001.0,John Adams,eng,4.05,0,745
9780515123170.0,Nora Roberts,1998.0,Rising Tides (Chesapeake Bay Saga   #2),en-US,4.16,1,1019
9781421514820.0,Kazune Kawahara,2004.0,High School Debut   Vol. 01 (High School Debut   #1),en-GB,4.11,1,929
9780758272830.0,Brigid Kemmerer,2012.0,Spark (Elemental   #2),en-US,4.16,1,672
9780060740220.0,Bill Bryson,2007.0,Shakespeare: The World as Stage,en-US,3.79,0,1407
9780316036270.0,James Patterson   Maxine Paetro,2011.0,10th Anniversary (Women's Murder Club   #10),eng,4.05,0,593
9780440238160.0,Philip Pullman,2000.0,The Amber Spyglass (His Dark Materials   #3),eng,4.06,0,728
9780307948690.0,Jo Nesbø   Don Bartlett,2008.0,Headhunters,eng,3.78,1,1332
9780425203000.0,J.D. Robb,2004.0,Visions in Death (In Death   #19),eng,4.33,0,569
9780142004040.0,Jasper Fforde,2002.0,Lost in a Good Book (Thursday Next   #2),eng,4.14,0,1222
9780312605380.0,Lisa Kleypas,2010.0,Married By Morning (The Hathaways   #4),eng,4.14,0,1100
9780439700890.0,Garth Nix,2007.0,Lady Friday (The Keys to the Kingdom   #5),en-US,3.91,1,687
9781594489990.0,Sarah Vowell,2008.0,The Wordy Shipmates,en-US,3.66,0,1251
9780062235670.0,Kasie West,2014.0,On the Fence,eng,4.04,1,1119
9780345348650.0,Stephen R. Donaldson,1977.0,Lord Foul's Bane (The Chronicles of Thomas Covenant the Unbeliever   #1),en-US,3.71,0,1496
9780857207560.0,Philippa Gregory,2014.0,The King's Curse (The Plantagenet and Tudor Novels   #7),eng,3.98,0,778
9780140286810.0,Jorge Luis Borges   Andrew Hurley,1998.0,Collected Fictions,eng,4.58,0,837
9781595547160.0,Eric Wilson,2008.0,Fireproof,en-US,4.47,0,1314
9780688159320.0,Hans Christian Andersen   Jerry Pinkney,1843.0,The Ugly Duckling,eng,4.1,0,744
9780590452040.0,Jerry Spinelli,1990.0,Maniac Magee,eng,3.86,0,574
9780439023500.0,Suzanne Collins,2009.0,Catching Fire (The Hunger Games   #2),eng,4.3,0,1396
9780192838630.0,John Galsworthy,1921.0,The Forsyte Saga (The Forsyte Chronicles   #1-3),eng,4.15,1,742
9780758216430.0,Richelle Mead,2008.0,Succubus Dreams (Georgina Kincaid   #3),en-US,4.14,1,687
9789953566240.0,ياسر حارب,2011.0,بيكاسو وستاربكس,ara,3.55,1,1169
9780866114260.0,Malvina G. Vogel   Arthur Conan Doyle,1977.0,Sherlock Holmes and the Case of the Hound of the Baskervilles (Illustrated Classic Editions),eng,4.49,1,506
9781585673930.0,P.G. Wodehouse,1925.0,Carry on   Jeeves (Jeeves   #3),eng,4.28,1,1167
9780743474180.0,Judith McNaught,1993.0,Perfect (Second Opportunities   #2),eng,4.3,0,1123
9781419711890.0,Jeff Kinney,2014.0,The Long Haul (Diary of a Wimpy Kid   #9),eng,4.33,0,826
9780440220430.0,Sarah L. Delany   A. Elizabeth Delany   Amy Hill Hearth,1993.0,Having Our Say: The Delany Sisters' First 100 Years,en-US,4.14,1,732
9780307277890.0,Jeff Lindsay,2004.0,Darkly Dreaming Dexter (Dexter   #1),eng,3.89,1,583
9781589190630.0,Jan Karon,1994.0,At Home in Mitford (Mitford Years   #1),eng,4.11,0,1413
9780451210750.0,Ken Follett,2002.0,Hornet Flight,en-US,3.83,0,800
9781612187010.0,Jeff Wheeler,2011.0,The Wretched of Muirwood (Legends of Muirwood   #1),eng,3.97,1,703
9780345529050.0,George R.R. Martin,2011.0,A Song of Ice and Fire (A Song of Ice and Fire   #1-4),en-US,4.63,1,1361
9780393068470.0,Mary Roach,2010.0,Packing for Mars: The Curious Science of Life in the Void,en-US,3.93,0,1488
9781401224680.0,J. Michael Straczynski   Shane Davis   Sandra Hope   Barbara Ciardo   Rob Leigh,2010.0,Superman: Earth One   Volume 1,eng,3.9,1,1391
9780865163480.0,Plato   James J. Helm,-390.0,Apology,eng,4.15,0,829
9780061144840.0,Bernard Cornwell,2005.0,The Pale Horseman (The Saxon Stories   #2),en-US,4.27,0,1158
9780385339160.0,Karen Marie Moning,2007.0,Bloodfever (Fever   #2),eng,4.3,0,1003
9780099460180.0,Anne Rice,2003.0,Blood Canticle (The Vampire Chronicles   #10),en-GB,3.71,1,598
9780062294810.0,J. Lynn   Jennifer L. Armentrout,2014.0,Stay with Me (Wait for You   #3),eng,4.17,0,1020
9780857532020.0,Jonathan Stroud,2013.0,The Screaming Staircase (Lockwood & Co.   #1),eng,4.19,1,564
9780152020680.0,Edward Eager   N.M. Bodecker,1954.0,Half Magic (Tales of Magic   #1),en-US,3.94,0,1096
9780007157150.0,C.S. Lewis,1938.0,Out of the Silent Planet (Space Trilogy   #1),eng,3.92,1,672
9781416953560.0,Elizabeth Scott,2008.0,Perfect You,en-US,3.7,0,786
9780060727220.0,Jude Deveraux,1980.0,The Black Lyon (Montgomery/Taggert   #1),eng,3.99,1,557
9781784752000.0,James Patterson   Maxine Paetro,2016.0,15th Affair (Women's Murder Club #15),eng,4.04,0,1092
9780316134030.0,Laini Taylor,2011.0,Daughter of Smoke & Bone (Daughter of Smoke & Bone   #1),eng,4.04,0,1298
9780140501830.0,Ezra Jack Keats,1962.0,The Snowy Day,eng,4.13,0,693
9780062118690.0,Sarah Crossan,2012.0,Breathe (Breathe   #1),en-US,3.69,0,704
9780743249290.0,Philippa Gregory,1987.0,Wideacre  (The Wideacre Trilogy   #1),eng,3.28,0,1329
9789719234200.0,Bob Ong,2001.0,ABNKKBSNPLAKo?! (Mga Kwentong Chalk ni Bob Ong),fil,4.2,1,525
9781416543830.0,Brad Thor,2008.0,The Last Patriot (Scot Harvath   #7),eng,4.16,1,1202
9781416549970.0,Jeffery Deaver,2008.0,The Broken Window (Lincoln Rhyme   #8),eng,4.07,0,875
9780345529370.0,Bryan Lee O'Malley   Nathan Fairbairn,2014.0,Seconds,eng,4.07,1,510
9780060882860.0,Gabriel García Márquez   Gregory Rabassa,1975.0,The Autumn of the Patriarch,eng,3.84,0,1166
9781416552510.0,Stephen King,2008.0,Duma Key,en-US,3.93,0,680
9780140382620.0,Carlo Collodi   John Boyne   Monteiro Lobato   Unknown,1883.0,Pinocchio,eng,3.86,0,1193
9780140285670.0,Nick Hornby,1998.0,About a Boy,en-US,3.79,1,1136
9780060838650.0,Howard Zinn,1980.0,A People's History of the United States,eng,4.07,0,980
9780062120400.0,Philipp Meyer,2012.0,The Son,eng,3.98,0,736
9780375757850.0,Wilkie Collins   Carolyn G. Heilbrun,1868.0,The Moonstone,eng,3.9,0,874
9780156010600.0,José Saramago   Margaret Jull Costa,1997.0,All the Names,en-US,3.88,0,1190
9781596437140.0,Vera Brosgol,2011.0,Anya's Ghost,eng,3.88,0,655
9780374260510.0,Paul Beatty,2015.0,The Sellout,eng,3.8,1,543
9781476727910.0,Matt Haig,2013.0,The Humans,eng,4.07,0,1448
9780440241810.0,Sophie Kinsella,2001.0,Shopaholic Takes Manhattan (Shopaholic   #2),en-US,3.75,0,1413
9780670026630.0,Ruth Ozeki,2013.0,A Tale for the Time Being,eng,3.98,1,1235
9780717287570.0,Walt Disney Company,1976.0,Winnie the Pooh and Tigger Too (Disney's Wonderful World of Reading),eng,4.39,1,1205
9780425197550.0,Laurell K. Hamilton,1993.0,Guilty Pleasures (Anita Blake   Vampire Hunter   #1),eng,4.02,1,1232
9781920769210.0,Gregory David Roberts,2003.0,Shantaram,eng,4.26,0,1104
9780758246820.0,Donna Russo Morin,2012.0,The King's Agent,en-US,3.81,1,590
9781571740560.0,Neale Donald Walsch,1996.0,Conversations With God: An Uncommon Dialogue   Book 2,eng,4.1,0,656
9780316234800.0,David  Perlmutter   Kristin Loberg,2013.0,Grain Brain: The Surprising Truth about Wheat   Carbs    and Sugar--Your Brain's Silent Killers,eng,3.88,1,825
9780312865050.0,Richard Matheson,1954.0,I Am Legend and Other Stories,eng,3.99,1,863
9780671673680.0,Mary Higgins Clark,1989.0,While My Pretty One Sleeps,eng,3.88,0,1397
9780515134510.0,Laurell K. Hamilton,2000.0,Obsidian Butterfly (Anita Blake   Vampire Hunter   #9),eng,4.08,1,1362
9780064401490.0,Betty MacDonald   Alexandra Boiger,1955.0,Hello   Mrs. Piggle-Wiggle (Mrs. Piggle Wiggle   #4),eng,4.24,0,1238
9780803725510.0,Caralyn Buehner   Mark Buehner,2002.0,Snowmen at Night,en-US,4.23,0,1101
9781101874940.0,Hope Jahren,2016.0,Lab Girl,eng,4.04,0,1002
9780385526260.0,Candice Millard,2011.0,Destiny of the Republic: A Tale of Madness   Medicine and the Murder of a President,en-US,4.19,0,863
9789381626690.0,Ashwin Sanghi,2012.0,The Krishna Key,en-US,3.48,1,1058
9780545298410.0,Peter Lerangis,2012.0,The Dead of Night (The 39 Clues: Cahills vs. Vespers   #3),eng,4.16,0,1463
9780553418610.0,Scott  Hawkins,2015.0,The Library at Mount Char,eng,4.07,1,780
9781937248090.0,Courtney Milan,2012.0,The Duchess War (Brothers Sinister   #1),eng,3.82,0,647
9780821780660.0,Jacquelyn Frank,2006.0,Jacob (Nightwalkers   #1),eng,4.02,1,1231
9780767908180.0,Bill Bryson,2003.0,A Short History of Nearly Everything,en-US,4.19,1,735
9781594489590.0,Junot Díaz,2007.0,The Brief Wondrous Life of Oscar Wao,eng,3.89,1,1361
9780689806990.0,Sharon M. Draper,1994.0,Tears of a Tiger (Hazelwood High   #1),eng,4.16,0,1473
9780553820270.0,Richelle Mead,2009.0,Succubus Heat (Georgina Kincaid   #4),en-GB,4.19,1,853
9780385517880.0,Chuck Palahniuk,2008.0,Snuff,en-US,3.18,0,1070
9780345539820.0,Pierce Brown,2015.0,Golden Son (Red Rising   #2),eng,4.46,1,1460
9780867199030.0,Hergé   Leslie Lonsdale-Cooper   Michael Turner,1930.0,Tintin in the Land of the Soviets (Tintin #1),eng,3.67,1,862
9780393307630.0,Patrick O'Brian,1977.0,The Mauritius Command,eng,4.35,0,582
9780395570360.0,Allen Say,1993.0,Grandfather's Journey,en-US,4.12,0,1455
9780743453000.0,Kathy Reichs,2003.0,Bare Bones (Temperance Brennan   #6),en-US,3.95,0,637
9781416543690.0,Brad Thor,2002.0,The Lions of Lucerne (Scot Harvath   #1),eng,4.04,1,1421
9780970398110.0,Faye Perozich   Travis Moore   Michael Halbleib   Daerick Gröss   Anne Rice,2000.0,Anne Rice's The Tale of the Body Thief (A Graphic Novel),eng,4.07,1,1276
9780802130200.0,John Kennedy Toole   Walker Percy,1980.0,A Confederacy of Dunces,eng,3.89,0,622
9780399156240.0,J.D. Robb,2010.0,Fantasy in Death (In Death   #30),eng,4.25,1,1138
9781423175120.0,Jennifer L. Armentrout,2014.0,Don't Look Back,eng,4.11,1,665
9780671722920.0,William Shakespeare,1589.0,Titus Andronicus,en-US,3.71,1,1478
9780385347370.0,Christian Rudder,2014.0,Dataclysm: Who We Are (When We Think No One's Looking),eng,3.72,1,613
9780393346770.0,Ann Hood,2013.0,The Obituary Writer,eng,3.7,1,851
9781582406120.0,Robert Kirkman   Charlie Adlard   Cliff Rathburn,2006.0,The Walking Dead   Vol. 05: The Best Defense,en-GB,4.3,0,776
9780743484350.0,Mary Higgins Clark,1982.0,A Cry In The Night,eng,3.84,0,877
9780141183720.0,George Orwell,1936.0,Keep the Aspidistra Flying,eng,3.87,0,753
9781594206280.0,Aziz Ansari   Eric Klinenberg,2015.0,Modern Romance,eng,3.85,0,706
9780394720950.0,Robert A. Caro,2002.0,Master of the Senate (The Years of Lyndon Johnson   #3),eng,4.41,0,1057
9781451683400.0,Sam Harris,2012.0,Free Will,eng,3.83,1,1225
9780440132940.0,Belva Plain,1978.0,Evergreen,eng,3.98,1,1430
9780061583220.0,Jeaniene Frost,2010.0,First Drop of Crimson (Night Huntress World   #1),eng,4.15,1,715
9781416595170.0,Vince Flynn,2009.0,Pursuit of Honor (Mitch Rapp   #12),en-US,4.35,1,1479
9780375727020.0,Michel Houellebecq   Frank Wynne,1998.0,The Elementary Particles,eng,3.78,0,1120
9780670011830.0,Amy Efaw,2009.0,After,eng,3.73,1,1084
9780743412020.0,Catherine Ryan Hyde,1999.0,Pay It Forward,eng,4.15,1,1274
9781591169150.0,Bisco Hatori,2003.0,Ouran High School Host Club   Vol. 1 (Ouran High School Host Club   #1),eng,4.36,1,749
9780141439660.0,Jane Austen   Tony Tanner   Ros Ballaster,1811.0,Sense and Sensibility,eng,4.06,0,1131
9780486272630.0,Edwin A. Abbott   Banesh Hoffmann,1884.0,Flatland: A Romance of Many Dimensions,en-US,3.81,1,612
9780375727340.0,Andre Dubus III,1999.0,House of Sand and Fog,eng,3.83,0,1077
9780989794800.0,Solomon Northup,1853.0,Twelve Years a Slave,eng,4.15,1,772
9781859855420.0,Max Lucado,1997.0,You Are Special (Wemmicksville   #1),eng,4.45,0,1054
9781484715770.0,Alexandra Bracken,2016.0,Passenger (Passenger   #1),eng,3.84,0,739
9781416936500.0,Margaret Peterson Haddix,1999.0,Just Ella (The Palace Chronicles   #1),eng,3.75,1,1231
9781484732750.0,Rick Riordan,2016.0,The Hidden Oracle (The Trials of Apollo   #1),eng,4.33,0,716
9780446676500.0,Martin Luther King Jr.   Clayborne Carson,1986.0,The Autobiography of Martin Luther King   Jr.,eng,4.31,0,941
9780812966300.0,H. Rider Haggard,1885.0,King Solomon's Mines (Allan Quatermain   #1),eng,3.8,1,822
9780744549520.0,Oscar Wilde   Inga Moore,1887.0,The Canterville Ghost,eng,3.89,0,745
9781250022070.0,Louise Penny,2014.0,The Long Way Home (Chief Inspector Armand Gamache   #10),eng,4.06,1,1081
9780312426810.0,Augusten Burroughs,2006.0,Possible Side Effects,en-US,3.97,1,741
9780006514950.0,Laurie R. King,1995.0,A Monstrous Regiment of Women (Mary Russell   #2),eng,4.04,0,536
9780064408330.0,Jack Gantos,1998.0,Joey Pigza Swallowed the Key (Joey Pigza   #1),eng,3.74,0,822
9780060534040.0,Karin Slaughter,2002.0,Kisscut (Grant County   #2),eng,4.12,1,644
9780307119410.0,Mercer Mayer,1983.0,Just Go to Bed,en-US,4.22,1,974
9781423166000.0,Ally Carter,2013.0,United We Spy (Gallagher Girls   #6),eng,4.44,1,1302
9780440237560.0,Karen Marie Moning,2004.0,The Immortal Highlander (Highlander   #6),eng,4.34,0,1001
9781250015550.0,Ann Leary,2013.0,The Good House,en-GB,3.66,1,917
9780385619260.0,Terry Pratchett,2011.0,Snuff (Discworld   #39; City Watch #8),en-GB,4.15,0,562
9780434020800.0,Lev Grossman,2011.0,The Magician King (The Magicians   #2),en-US,3.9,1,537
9780515142240.0,Lee Child,1998.0,Die Trying (Jack Reacher   #2),en-US,4.0,1,1452
9780316017700.0,James Patterson   Maxine Paetro,2008.0,7th Heaven (Women's Murder Club   #7),eng,4.06,1,725
9780140449240.0,Friedrich Nietzsche   R.J. Hollingdale   Michael Tanner,1886.0,Beyond Good and Evil,eng,4.01,0,866
9780545424940.0,Maggie Stiefvater,2013.0,The Dream Thieves (The Raven Cycle   #2),eng,4.27,0,889
9781416947400.0,Greg Behrendt   Liz Tuccillo,2004.0,He's Just Not That Into You: The No-Excuses Truth to Understanding Guys,eng,3.65,0,1053
9780226500670.0,Norman Maclean,1976.0,A River Runs Through It and Other Stories,eng,4.17,0,1064
9781476717100.0,Brad Thor,2013.0,Hidden Order (Scot Harvath   #12),eng,4.1,1,1398
9780739453830.0,Nora Roberts,2005.0,Black Rose (In the Garden   #2),eng,4.03,1,638
9780373210060.0,Maria V. Snyder,2010.0,Inside Out (Insider   #1),eng,3.82,1,610
9781406309360.0,Anthony Horowitz,2007.0,Snakehead (Alex Rider   #7),eng,4.15,0,1444
9780192805620.0,Elizabeth Gaskell   Shirley Foster,1848.0,Mary Barton,eng,3.7,0,742
9781416522910.0,Carl Bernstein   Bob Woodward,1974.0,All the President's Men,eng,4.17,1,1462
9780451458220.0,Guy Gavriel Kay,1984.0,The Summer Tree (The Fionavar Tapestry #1),en-US,3.99,0,1357
9780486424580.0,D.H. Lawrence,1920.0,Women in Love (Brangwen Family   #2),eng,3.66,1,812
9781406310280.0,Patrick Ness,2010.0,Monsters of Men (Chaos Walking   #3),eng,4.25,1,941
9780679723950.0,C.G. Jung   Aniela Jaffé   Richard Winston   Clara Winston,1961.0,Memories   Dreams   Reflections,eng,4.19,1,1188
9781429981930.0,Alyson Noel,2011.0,Everlasting (The Immortals   #6),eng,3.92,0,1265
9781560974280.0,Daniel Clowes,1998.0,Ghost World,eng,3.87,1,1317
9780143039330.0,R.D. Blackmore   Michelle Allen,1869.0,Lorna Doone,eng,3.71,1,733
9780099297700.0,Thomas Harris,1999.0,Hannibal (Hannibal Lecter   #3),eng,3.72,0,646
9780061473130.0,Robin Hobb,2007.0,Renegade's Magic (Soldier Son   #3),eng,3.46,1,954
9780545060460.0,Patrick Carman,2009.0,The Black Circle (The 39 Clues   #5),en-US,4.0,0,983
9780061558220.0,Guillermo del Toro   Chuck Hogan,2009.0,The Fall (The Strain Trilogy   #2),eng,3.8,1,660
9780439846840.0,Kazu Kibuishi,2009.0,The Stonekeeper's Curse (Amulet   #2),eng,4.33,0,627
9781857232560.0,Terry Brooks,1986.0,Magic Kingdom For Sale/Sold (Magic Kingdom of Landover   #1),eng,3.86,1,1228
9780312368580.0,Madeleine L'Engle,1986.0,Many Waters (A Wrinkle in Time Quintet   #4),en-US,4.01,1,882
9780451220900.0,Rachel Caine,2007.0,The Dead Girls' Dance (The Morganville Vampires   #2),eng,4.06,0,1048
9780743454540.0,Jodi Picoult,2004.0,My Sister's Keeper,eng,4.06,1,552
9780385495320.0,Simon Singh,1999.0,The Code Book: The Science of Secrecy from Ancient Egypt to Quantum Cryptography,eng,4.28,0,983
9780156007470.0,Emma Donoghue,2000.0,Slammerkin,eng,3.69,1,939
9780375759240.0,H.G. Wells   Arthur C. Clarke,1897.0,The War of the Worlds,eng,3.8,1,1178
9780446693790.0,Michael Moore,2003.0,Dude   Where's My Country?,en-US,3.4,1,1388
9780192838670.0,Pierre-Ambroise Choderlos de Laclos   Douglas Parmée,1782.0,Les Liaisons dangereuses,eng,4.07,0,1116
9780786914040.0,R.A. Salvatore,1999.0,The Spine of the World (Forgotten Realms: Paths of Darkness   #2; Legend of Drizzt   #12),en-US,3.89,0,1309
9780140042600.0,Jack Kerouac,1955.0,On the Road,eng,3.64,0,760
9781596434030.0,Philip C. Stead   Erin E. Stead,2010.0,A Sick Day for Amos McGee,en-US,4.25,0,1047
9780553062180.0,Elaine N. Aron,1996.0,The Highly Sensitive Person: How to Thrive When the World Overwhelms You,eng,3.87,1,548
9781743484950.0,C.S. Pacat,2016.0,Kings Rising (Captive Prince   #3),eng,4.5,1,1326
9780061953380.0,Mac Barnett   Jon Klassen,2012.0,Extra Yarn (E. B. White Read-Aloud Award. Picture Books),eng,4.07,0,1277
9780061138010.0,Kim Harrison,2009.0,White Witch   Black Curse (The Hollows   #7),en-US,4.35,0,544
9780061470850.0,Ron Rash,2008.0,Serena,eng,3.52,0,1137
9780316017440.0,Dan Simmons,2007.0,The Terror,eng,4.0,1,1179
9780373212060.0,Jennifer L. Armentrout,2016.0,The Problem with Forever,eng,4.0,1,1237
9780345335710.0,David Eddings,1984.0,Castle of Wizardry (The Belgariad   #4),eng,4.16,1,1256
9780192802640.0,Jane Austen   James Kinsley   Deidre Shauna Lynch,1817.0,Persuasion,eng,4.13,0,609
9780345518510.0,Kathy Griffin,2009.0,Official Book Club Selection: A Memoir According to Kathy Griffin,en-US,3.8,0,1058
9780786932280.0,R.A. Salvatore,2003.0,The Lone Drow (Forgotten Realms: Hunter's Blades   #2; Legend of Drizzt   #15),en-US,4.15,0,995
9780060776400.0,Victoria Kann   Elizabeth Kann,2006.0,Pinkalicious,en-US,4.05,1,1449
9780345457370.0,Amy Tan,2001.0,The Bonesetter's Daughter,en-US,3.98,1,763
9780786938250.0,R.A. Salvatore,1990.0,The Halfling's Gem (Forgotten Realms: Icewind Dale   #3; Legend of Drizzt   #6),en-US,4.15,0,1448
9780061732380.0,Gayle Tzemach Lemmon,2011.0,The Dressmaker of Khair Khana: Five Sisters   One Remarkable Family   and the Woman Who Risked Everything to Keep Them Safe,eng,3.69,1,715
9780744592700.0,Martin Waddell   Patrick Benson,1975.0,Owl Babies,en-GB,4.19,1,797
9781594489430.0,Anne Lamott,2007.0,Grace (Eventually): Thoughts on Faith,en-US,3.98,1,1490
9789792760870.0,Yana Toboso,2007.0,Black Butler   Vol. 3 (Black Butler   #3),ind,4.53,1,610
9780312995060.0,Jeffrey Archer,1979.0,Kane and Abel (Kane and Abel   #1),en-US,4.27,1,999
